BILLABLE_ID,INVOICE_DATE,ACCOUNT_ID,MOBILE_NO,BILL_START_DATE,BILL_END_DATE,COMPANY_NAME,INVOICE_NO,CITY,MONTHLY_RENTAL,USAGE,ONE_TIME_CHARGES,DISCOUNT,TAX,TOTAL_OUTSTANDING
1-3411718727870,03-JUN-2022,1-3411718727870,5754000375520,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000375505,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000375527,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000375522,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000375497,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000375483,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000375503,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000375486,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000375479,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000375514,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000375519,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000375507,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000375495,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000375521,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000375485,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000375523,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000375504,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000375487,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000375482,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000375528,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000375510,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000375517,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000375499,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000375496,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000375502,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000375515,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000375511,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000375518,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000375513,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000375506,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000375500,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000375480,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000376054,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000376061,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000376058,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000376065,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000376057,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000376066,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000376062,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000376063,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000376056,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000376060,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000376067,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
1-3411718727870,03-JUN-2022,1-3411718727870,5754000376064,01-May-2022,31-May-2022,"WENALYTICS IOT SOLUTIONS",BM2336I001646253,Rangareddi,35.00,0.00,0.00,0.00,6.30,35.00
